document_url,question_type,question
https://medlineplus.gov/druginfo/meds/a601030.html,side effects,What are the side effects or risks of Budesonide Nasal Spray ?
https://medlineplus.gov/druginfo/meds/a614008.html,precautions,Are there safety concerns or special precautions about Lomitapide ?
https://medlineplus.gov/druginfo/meds/a686011.html,storage and disposal,What should I know about storage and disposal of Levobunolol Ophthalmic ?
https://medlineplus.gov/druginfo/meds/a682672.html,storage and disposal,What should I know about storage and disposal of Cholestyramine Resin ?
https://medlineplus.gov/druginfo/meds/a682577.html,storage and disposal,What should I know about storage and disposal of Chlorzoxazone ?
https://medlineplus.gov/druginfo/meds/a685032.html,indication,Who should get Ceftriaxone Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a614035.html,emergency or overdose,What to do in case of emergency or overdose of Belinostat Injection ?
https://medlineplus.gov/druginfo/meds/a613022.html,important warning,What important warning or information should I know about Bedaquiline ?
https://medlineplus.gov/druginfo/meds/a606015.html,precautions,Are there safety concerns or special precautions about Ranolazine ?
https://medlineplus.gov/druginfo/meds/a601032.html,storage and disposal,What should I know about storage and disposal of Calcium Carbonate ?
https://medlineplus.gov/druginfo/meds/a682389.html,indication,Who should get Imipramine and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a608002.html,indication,Who should get Nilotinib and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682132.html,storage and disposal,What should I know about storage and disposal of Oxycodone ?
https://medlineplus.gov/druginfo/meds/a603005.html,side effects,What are the side effects or risks of Escitalopram ?
https://medlineplus.gov/druginfo/meds/a607051.html,storage and disposal,What should I know about storage and disposal of Sorafenib ?
https://medlineplus.gov/druginfo/meds/a682619.html,indication,Who should get Pseudoephedrine and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682651.html,emergency or overdose,What to do in case of emergency or overdose of Lindane ?
https://medlineplus.gov/druginfo/meds/a604015.html,precautions,Are there safety concerns or special precautions about Miglustat ?
https://medlineplus.gov/druginfo/meds/a611039.html,precautions,Are there safety concerns or special precautions about Boceprevir ?
https://medlineplus.gov/druginfo/meds/a682220.html,emergency or overdose,What to do in case of emergency or overdose of Melphalan ?
https://medlineplus.gov/druginfo/meds/a682693.html,precautions,Are there safety concerns or special precautions about Trimethobenzamide ?
https://medlineplus.gov/druginfo/meds/a601105.html,storage and disposal,What should I know about storage and disposal of Pyrethrin and Piperonyl Butoxide Topical ?
https://medlineplus.gov/druginfo/meds/a610001.html,indication,Who should get Pralatrexate Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682291.html,usage,How should Nitrofurantoin be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a601104.html,precautions,Are there safety concerns or special precautions about Psyllium ?
https://medlineplus.gov/druginfo/meds/a681037.html,important warning,What important warning or information should I know about Sulindac ?
https://medlineplus.gov/druginfo/meds/a604019.html,usage,"How should Neomycin, Polymyxin, and Bacitracin Ophthalmic be used and what is the dosage ?"
https://medlineplus.gov/druginfo/meds/a601146.html,side effects,What are the side effects or risks of Histrelin Implant ?
https://medlineplus.gov/druginfo/meds/a608041.html,precautions,Are there safety concerns or special precautions about Certolizumab Injection ?
https://medlineplus.gov/druginfo/meds/a607031.html,usage,How should Fulvestrant Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a601207.html,important warning,What important warning or information should I know about Cyclosporine ?
https://medlineplus.gov/druginfo/meds/a614055.html,emergency or overdose,What to do in case of emergency or overdose of Edoxaban ?
https://medlineplus.gov/druginfo/meds/a608035.html,precautions,Are there safety concerns or special precautions about Mometasone Oral Inhalation ?
https://medlineplus.gov/druginfo/meds/a601083.html,side effects,What are the side effects or risks of Naratriptan ?
https://medlineplus.gov/druginfo/meds/a682509.html,usage,How should Scopolamine Transdermal Patch be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a608005.html,indication,Who should get Apraclonidine Ophthalmic and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682141.html,usage,How should Oxybutynin be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682487.html,indication,Who should get Atropine Ophthalmic and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a605045.html,precautions,Are there safety concerns or special precautions about Pregabalin ?
https://medlineplus.gov/druginfo/meds/a682549.html,side effects,What are the side effects or risks of Fludrocortisone Acetate ?
https://medlineplus.gov/druginfo/meds/a611014.html,precautions,Are there safety concerns or special precautions about Ceftaroline Injection ?
https://medlineplus.gov/druginfo/meds/a611034.html,precautions,Are there safety concerns or special precautions about Roflumilast ?
https://medlineplus.gov/druginfo/meds/a682237.html,emergency or overdose,What to do in case of emergency or overdose of Carbamazepine ?
https://medlineplus.gov/druginfo/meds/a604027.html,precautions,Are there safety concerns or special precautions about Rifaximin ?
https://medlineplus.gov/druginfo/meds/a601006.html,side effects,What are the side effects or risks of Hydrocodone Combination Products ?
https://medlineplus.gov/druginfo/meds/a607001.html,emergency or overdose,What to do in case of emergency or overdose of Bevacizumab Injection ?
https://medlineplus.gov/druginfo/meds/a610010.html,important warning,What important warning or information should I know about Golimumab Injection ?
https://medlineplus.gov/druginfo/meds/a699060.html,storage and disposal,What should I know about storage and disposal of Rabeprazole ?
https://medlineplus.gov/druginfo/meds/a608051.html,usage,How should Alvimopan be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682542.html,usage,How should Clemastine be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a611042.html,indication,Who should get Ketorolac Nasal Spray and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a699047.html,usage,How should Ursodiol be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a601236.html,indication,Who should get Entacapone and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682685.html,side effects,What are the side effects or risks of Oxytocin Injection ?
https://medlineplus.gov/druginfo/meds/a682857.html,emergency or overdose,What to do in case of emergency or overdose of Ethacrynic Acid ?
https://medlineplus.gov/druginfo/meds/a601056.html,usage,How should Fluticasone Oral Inhalation be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682704.html,precautions,Are there safety concerns or special precautions about Clomiphene ?
https://medlineplus.gov/druginfo/meds/a682246.html,indication,Who should get Hydralazine and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682206.html,side effects,What are the side effects or risks of Hydrocortisone Oral ?
https://medlineplus.gov/druginfo/meds/a608052.html,emergency or overdose,What to do in case of emergency or overdose of Methylnaltrexone Injection ?
https://medlineplus.gov/druginfo/meds/a682607.html,usage,How should Propranolol (Cardiovascular) be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a600045.html,usage,How should Atorvastatin be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a616003.html,indication,Who should get Naloxone Nasal Spray and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a607077.html,usage,How should Nelarabine Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a687014.html,storage and disposal,What should I know about storage and disposal of Mometasone Topical ?
https://medlineplus.gov/druginfo/meds/a612022.html,storage and disposal,What should I know about storage and disposal of Naloxone Injection ?
https://medlineplus.gov/druginfo/meds/a601023.html,precautions,"Are there safety concerns or special precautions about Aspirin, Butalbital, and Caffeine ?"
https://medlineplus.gov/druginfo/meds/a681029.html,important warning,What important warning or information should I know about Naproxen ?
https://medlineplus.gov/druginfo/meds/a603021.html,precautions,Are there safety concerns or special precautions about Clindamycin and Benzoyl Peroxide Topical ?
https://medlineplus.gov/druginfo/meds/a615033.html,important warning,What important warning or information should I know about Macitentan ?
https://medlineplus.gov/druginfo/meds/a611012.html,storage and disposal,What should I know about storage and disposal of Spinosad Topical ?
https://medlineplus.gov/druginfo/meds/a611001.html,indication,Who should get Diclofenac Transdermal Patch and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a692005.html,side effects,What are the side effects or risks of Clarithromycin ?
https://medlineplus.gov/druginfo/meds/a615046.html,usage,How should Brexpiprazole be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a609018.html,side effects,What are the side effects or risks of Plerixafor Injection ?
https://medlineplus.gov/druginfo/meds/a610007.html,indication,Who should get Topotecan and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682022.html,usage,How should Phenytoin be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682795.html,indication,Who should get Methylprednisolone Oral and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a610003.html,precautions,Are there safety concerns or special precautions about Saxagliptin ?
https://medlineplus.gov/druginfo/meds/a681004.html,important warning,What important warning or information should I know about Acetaminophen ?
https://medlineplus.gov/druginfo/meds/a615047.html,important warning,What important warning or information should I know about Ziprasidone Injection ?
https://medlineplus.gov/druginfo/meds/a615037.html,storage and disposal,What should I know about storage and disposal of Lumacaftor and Ivacaftor ?
https://medlineplus.gov/druginfo/meds/a613006.html,emergency or overdose,"What to do in case of emergency or overdose of Corticotropin, Repository Injection ?"
https://medlineplus.gov/druginfo/meds/a697006.html,usage,How should Topotecan Injection be used and what is the dosage ?
